playerid,namefirst,namelast
rileyji02,Jim,Riley
rileyle01,Lee,Riley
rileyma01,Matt,Riley
rincoan01,Andy,Rincon
rincoju01,Juan,Rincon
rincori01,Ricardo,Rincon
rineeje01,Jeff,Rineer
ringji01,Jimmy,Ring
ringofr01,Frank,Ringo
ringro01,Royce,Ring
rinkebo01,Bob,Rinker
riosal01,Alex,Rios
riosar01,Armando,Rios
riosda01,Danny,Rios
riosju01,Juan,Rios
ripkebi01,Billy,Ripken
ripkeca01,Cal,Ripken
ripkeca99,Cal,Ripken
ripleal01,Allen,Ripley
riplewa01,Walt,Ripley
rippera01,Ray,Rippelmeyer
ripplch01,Charlie,Ripple
ripplji01,Jimmy,Ripple
risbesw01,Swede,Risberg
risinpo01,Pop,Rising
riskeda01,David,Riske
rislebi01,Bill,Risley
ritchcl01,Claude,Ritchey
ritchja01,Jay,Ritchie
ritchto01,Todd,Ritchie
ritchwa01,Wally,Ritchie
rittech01,Charlie,Ritter
rittefl01,Floyd,Ritter
ritteha01,Hank,Ritter
rittele01,Lew,Ritter
rittere01,Reggie,Ritter
rittewh01,Whitey,Ritterson
rittwji01,Jim,Rittwage
ritzji01,Jim,Ritz
ritzke01,Kevin,Ritz
rivaslu01,Luis,Rivas
riverbe01,Ben,Rivera
riverbo01,Bombo,Rivera
riverca01,Carlos,Rivera
riverca02,Carlos,Rivero
riverfe01,Felipe,Rivero
riverge01,German,Rivera
riverji01,Jim,Rivera
riverju01,Juan,Rivera
riverlu01,Luis,Rivera
riverlu02,Luis,Rivera
riverma01,Mariano,Rivera
rivermi01,Mickey,Rivers
rivermi02,Mike,Rivera
riverre01,Rene,Rivera
riverro01,Roberto,Rivera
riverru01,Ruben,Rivera
riversa01,Saul,Rivera
riverya01,Yadiel,Rivera
rivieti01,Tink,Riviere
rixeyep01,Eppa,Rixey
rizzoan01,Anthony,Rizzo
rizzojo01,Johnny,Rizzo
rizzoto01,Todd,Rizzo
rizzuph01,Phil,Rizzuto
rlealse01,Sendy,Rleal
roachdo01,Donn,Roach
roachja01,Jason,Roach
roachjo01,John,Roach
roachme01,Mel,Roach
roachmi01,Mike,Roach
roachro01,Roxey,Roach
roachsk01,Skel,Roach
roajo01,Joe,Roa
roarkmi01,Mike,Roarke
roarkta01,Tanner,Roark
roatfr01,Fred,Roat
robbibr01,Bruce,Robbins
robbija01,Jake,Robbins
robelto01,Tony,Robello
roberan01,Andre,Robertson
roberbe01,Bert,Roberge
roberbi01,Bip,Roberts
roberbo01,Bob,Robertson
roberbr01,Brian,Roberts
roberch01,Charlie,Robertson
roberch02,Chris,Roberson
roberco01,Connor,Robertson
robercu01,Curt,Roberts
roberda01,Dave,Robertson
roberda02,Daryl,Robertson
roberda03,Dave,Roberts
roberda04,Dale,Roberts
roberda05,Dave,Roberts
roberda06,Dave,Roberts
roberda07,Dave,Roberts
roberda08,David,Robertson
roberda09,Dan,Robertson
roberdi01,Dick,Robertson
roberdo01,Don,Robertson
roberge01,Gene,Robertson
robergr01,Grant,Roberts
roberje01,Jerry,Robertson
roberje02,Jeriome,Robertson
roberji01,Jim,Roberts
roberji02,Jim,Robertson
roberke01,Kevin,Roberson
roberke02,Kenny,Roberts
roberle01,Leon,Roberts
robermi01,Mike,Robertson
roberna01,Nate,Robertson
roberra01,Ray,Roberts
roberre01,Red,Roberts
roberri01,Rich,Robertson
roberri02,Rich,Robertson
roberro01,Robin,Roberts
roberry01,Ryan,Roberts
robersh01,Sherry,Robertson
robersi01,Sid,Roberson
robersk01,Skipper,Roberts
robersk02,Skippy,Roberge
roberty01,Tyler,Robertson
roberwi01,Willis,Roberts
robidbi01,Billy Jo,Robidoux
robinaa01,Aaron,Robinson
robinbi01,Bill,Anderson
robinbi02,Bill,Robinson
robinbr01,Brooks,Robinson
robinbr02,Bruce,Robinson
robinch01,Charlie,Robinson
robinch02,Chris,Robinson
robincl01,Clint,Robinson
robincr01,Craig,Robinson
robinda01,Dave,Robinson
robinde01,Dewey,Robinson
robinde02,Derrick,Robinson
robindo01,Don,Robinson
robinea01,Earl,Robinson
robined01,Eddie,Robinson
robinfl01,Floyd,Robinson
robinfr01,Fred,Robinson
robinfr02,Frank,Robinson
robinha01,Hank,Robinson
robinhu01,Humberto,Robinson
robinja01,Jack,Robinson
robinja02,Jackie,Robinson
robinja03,Jack,Robinson
robinje01,Jeff,Robinson
robinje02,Jeff,Robinson
robinke01,Ken,Robinson
robinke02,Kerry,Robinson
robinra01,Rabbit,Robinson
robinro01,Ron,Robinson
robinsh01,Shane,Robinson
robintr01,Trayvon,Robinson
robinva01,Val,Robinson
robinwi01,Wilbert,Robinson
robinya01,Yank,Robinson
robisst99,Stan,Robison
robitch01,Chick,Robitaille
robleha01,Hansel,Robles
roblema01,Mauricio,Robles
robleos01,Oscar,Robles
roblera01,Rafael,Robles
roblese01,Sergio,Robles
robsoto01,Tom,Robson
rocapad01,Adam,Rocap
roccomi01,Mickey,Rocco
rochear01,Armando,Roche
rochebe01,Ben,Rochefort
rocheja01,Jack,Roche
rochelo01,Lou,Rochelli
rochfmi01,Mike,Rochford
rockeik01,Ike,Rockenfield
rockejo01,John,Rocker
rockepa01,Pat,Rockett
rockle01,Les,Rock
rodasri01,Rich,Rodas
rodgean01,Andre,Rodgers
rodgebi01,Bill,Rodgers
rodgebi02,Bill,Rodgers
rodgebu01,Buck,Rodgers
rodiner01,Eric,Rodin
rodnefe01,Fernando,Rodney
rodonca01,Carlos,Rodon
rodrial01,Alex,Rodriguez
rodrian01,Aneury,Rodriguez
rodriau01,Aurelio,Rodriguez
rodrica01,Carlos,Rodriguez
rodried01,Eduardo,Rodriguez
rodried02,Edwin,Rodriguez
rodried03,Eddy,Rodriguez
rodried04,Eddy,Rodriguez
rodried05,Eduardo,Rodriguez
rodriel01,Ellie,Rodriguez
rodrife01,Felix,Rodriguez
rodrife02,Fernando,Rodriguez
rodrifr01,Freddy,Rodriguez
rodrifr02,Frankie,Rodriguez
rodrifr03,Francisco,Rodriguez
rodrifr04,Francisco,Rodriguez
rodrigu01,Guillermo,Rodriguez
rodrigu02,Guilder,Rodriguez
rodrihe01,Hector,Rodriguez
rodrihe02,Henry,Rodriguez
rodrihe03,Henry,Rodriguez
rodrihe04,Henry,Rodriguez
rodriiv01,Ivan,Rodriguez
rodrijo01,Jose,Rodriguez
rodrijo02,Jose,Rodriguez
rodrijo03,John,Rodriguez
rodrijo05,Josh,Rodriguez
rodrili01,Liu,Rodriguez
rodrilu01,Luis,Rodriguez
rodrine01,Nerio,Rodriguez
rodrira01,Rafael,Rodriguez
rodriri01,Rick,Rodriguez
rodriri02,Rich,Rodriguez
rodriri03,Ricardo,Rodriguez
rodriro01,Roberto,Rodriguez
rodriro02,Rosario,Rodriguez
rodriru01,Ruben,Rodriguez
rodrise01,Sean,Rodriguez
rodrist01,Steve,Rodriguez
rodrist02,Paco,Rodriguez
rodrito01,Tony,Rodriguez
rodrivi01,Vic,Rodriguez
rodriwa01,Wandy,Rodriguez
rodriwi01,Wilfredo,Rodriguez
rodriwi02,Wilking,Rodriguez
rodriyo01,Yorman,Rodriguez
roebued01,Ed,Roebuck
roech01,Chaz,Roe
roecl01,Clay,Roe
roeniga01,Gary,Roenicke
roenijo01,Josh,Roenicke
roeniro01,Ron,Roenicke
roepr01,Preacher,Roe
roeslmi01,Mike,Roesler
roettos01,Oscar,Roettger
roettwa01,Wally,Roettger
roetzed01,Ed,Roetz
rogaljo01,Joe,Rogalski
roganbu99,Bullet,Rogan
rogelbi01,Billy,Rogell
rogerbr01,Brian,Rogers
rogerbu01,Buck,Rogers
rogered01,Eddie,Rogers
rogerem01,Emmett,Rogers
rogeres01,Esmil,Rogers
rogerfr01,Fraley,Rogers
rogerja01,Jay,Rogers
rogerja02,Jason,Rogers
rogerji01,Jim,Rogers
rogerji02,Jimmy,Rogers
rogerke01,Kenny,Rogers
rogerke02,Kevin,Rogers
rogerle01,Lee,Rogers
rogerma01,Mark,Rogers
rogerpa01,Packy,Rogers
rogerst01,Steve,Rogers
rogerto01,Tom,Rogers
roggecl01,Clint,Rogge
roggega01,Garry,Roggenburk
rogodmi01,Mike,Rogodzinski
rogovsa01,Saul,Rogovin
rohdeda01,Dave,Rohde
rohege01,George,Rohe
rohliry01,Ryan,Rohlinger
rohnda01,Dan,Rohn
rohrbi01,Billy,Rohr
rohrle01,Les,Rohr
rohrmda01,Dan,Rohrmeier
rohwera01,Ray,Rohwer
roigto01,Tony,Roig
rojasco01,Cookie,Rojas
rojasme01,Mel,Rojas
rojasmi01,Minnie,Rojas
rojasmi02,Miguel,Rojas
rojekst01,Stan,Rojek
rolanji01,Jim,Roland
rolensc01,Scott,Rolen
rolfere01,Red,Rolfe
rolisna01,Nate,Rolison
rollibi01,Bill,Rollinson
rollida01,David,Rollins
rolliji01,Jimmy,Rollins
rollira01,Ray,Rolling
rollire01,Red,Rollings
rolliri01,Rich,Rollins
rollsda01,Damian,Rolls
romakja01,Jamie,Romak
romanbi01,Bill,Roman
romanja01,Jason,Romano
romanji01,Jim,Romano
romanjo01,John,Romano
romanjo02,Jose,Roman
romanmi01,Mike,Romano
romanro01,Ron,Romanick
romanto01,Tom,Romano
rombedu01,Dutch,Romberger
romeral01,Alex,Romero
romerda01,Davis,Romero
romered01,Ed,Romero
romeren01,Enny,Romero
romerjc01,J. C.,Romero
romerma01,Mandy,Romero
romerni01,Niuman,Romero
romerra01,Ramon,Romero
romerri01,Ricky,Romero
romerst01,Stefen,Romero
rominan01,Andrew,Romine
rominau01,Austin,Romine
rominke01,Kevin,Romine
rommeed01,Eddie,Rommel
romoen01,Enrique,Romo
romonjo01,John,Romonosky
romose01,Sergio,Romo
romovi01,Vicente,Romo
ronanma01,Marc,Ronan
rondehe01,Henri,Rondeau
rondobr01,Bruce,Rondon
rondogi01,Gil,Rondon
rondohe01,Hector,Rondon
rondojo01,Jorge,Rondon
roneyma01,Matt,Roney
roofge01,Gene,Roof
roofph01,Phil,Roof
rookeji01,Jim,Rooker
rooksge01,George,Rooks
roomero01,Rolando,Roomes
roonefr01,Frank,Rooney
roonepa01,Pat,Rooney
rootch01,Charlie,Root
roperjo01,John,Roper
roquejo01,Jorge,Roque
roquera01,Rafael,Roque
rosaca01,Carlos,Rosa
rosadjo01,Jose,Rosado
rosadlu01,Luis,Rosado
rosalad01,Adam,Rosales
rosalle01,Leo,Rosales
rosarbu01,Buddy,Rosar
rosared01,Eddie,Rosario
rosarfr01,Francisco,Rosario
rosarji01,Jimmy,Rosario
rosarme01,Melvin,Rosario
rosarro01,Rodrigo,Rosario
rosarsa01,Santiago,Rosario
rosarsa02,Sandy,Rosario
rosarvi01,Victor,Rosario
rosarwi01,Wilin,Rosario
rosebjo01,John,Roseboro
rosebo01,Bobby,Rose
rosebr01,Brian,Rose
rosebze01,Rosie,Rosebraugh
rosech01,Chuck,Rose
rosedo01,Don,Rose
roselbo01,Bob,Roselli
roselda01,Dave,Rosello
rosemch01,Chief,Roseman
rosemi01,Mike,Rose
rosenal01,Al,Rosen
rosenbj01,B. J.,Rosenberg
rosengo01,Goody,Rosen
rosenha01,Harry,Rosenberg
rosenla01,Larry,Rosenthal
rosenlo01,Lou,Rosenberg
rosenma01,Max,Rosenfeld
rosensi01,Sy,Rosenthal
rosenst01,Steve,Rosenberg
rosentr01,Trevor,Rosenthal
rosenwa01,Wayne,Rosenthal
rosepe01,Pete,Rose
rosepe02,Pete,Rose
roserbu01,Bunny,Roser
roserst01,Steve,Roser
rosinse01,Seth,Rosin
roskojo01,John,Roskos
rossbo01,Bob,Ross
rossbu01,Buster,Ross
rossbu02,Buck,Ross
rossch01,Chet,Ross
rosscl01,Cliff,Ross
rossco01,Cody,Ross
rosscza01,Zac,Rosscup
rossda01,David,Ross
rossdo01,Don,Ross
rossejo01,Joe,Rosselli
rosser01,Ernie,Ross
rossga01,Gary,Ross
rossge01,George,Ross
rossijo01,Joe,Rossi
rossjo01,Joe,Ross
rossma01,Mark,Ross
rossmcl01,Claude,Rossman
rossofr01,Frank,Rosso
rossro01,Robbie,Ross
rossty01,Tyson,Ross
rossyri01,Rico,Rossy
rotblma01,Marv,Rotblatt
rothbr01,Braggo,Roth
rothebo01,Bobby,Rothermel
rothebo02,Bob,Rothel
rothfja01,Jack,Rothfuss
rothfr01,Frank,Roth
rothgcl01,Claude,Rothgeb
rothmi01,Michael,Roth
rothrja01,Jack,Rothrock
rothsla01,Larry,Rothschild
rottivi01,Vinny,Rottino
rounsge01,Gene,Rounsaville
rousemi01,Mike,Rouse
roushed01,Edd,Roush
routcph01,Phil,Routcliffe
rowanaa01,Aaron,Rowand
rowanda01,Dave,Rowan
rowanja01,Jack,Rowan
rowdowa01,Wade,Rowdon
roweda01,Dave,Rowe
rowedo01,Don,Rowe
roweha01,Harland,Rowe
roweja01,Jack,Rowe
roweke01,Ken,Rowe
rowelba01,Bama,Rowell
rowenbe01,Ben,Rowen
rowened01,Ed,Rowen
rowesc01,Schoolboy,Rowe
rowlach01,Chuck,Rowland
rowlami01,Mike,Rowland
rowlapa99,Pants,Rowland
rowlari01,Rich,Rowland
rowlary01,Ryan,Rowland-Smith
roxbuji01,Jim,Roxburgh
roych01,Charlie,Roy
royem01,Emil,Roy
royerst01,Stan,Royer
royje01,Jean-Pierre,Roy
roylu01,Luther,Roy
royno01,Normie,Roy
roystje01,Jerry,Royster
roystwi01,Willie,Royster
rozekdi01,Dick,Rozek
rozemda01,Dave,Rozema
roznovi01,Vic,Roznovsky
ruanwi01,Wilkin,Ruan
ruary01,Ryan,Rua
rubelal01,Al,Rubeling
ruberso01,Sonny,Ruberto
rubiojo01,Jorge,Rubio
rublear01,Art,Ruble
rucindr01,Drew,Rucinski
ruckeda01,Dave,Rucker
ruckejo01,Johnny,Rucker
ruckena01,Nap,Rucker
ruddejo01,John,Rudderham
rudijo01,Joe,Rudi
rudoldi01,Dick,Rudolph
rudoldo01,Don,Rudolph
rudoldu01,Dutch,Rudolph
rudoler01,Ernie,Rudolph
rudolke01,Ken,Rudolph
ruebema01,Matt,Ruebel
ruelmu01,Muddy,Ruel
rueteki01,Kirk,Rueter
ruethdu01,Dutch,Ruether
rufda01,Darin,Ruf
ruferru01,Rudy,Rufer
ruffcsc01,Scott,Ruffcorn
ruffibr01,Bruce,Ruffin
ruffich01,Chance,Ruffin
ruffijo01,Johnny,Ruffin
ruffire01,Red,Ruffing
ruggiju01,Justin,Ruggiano
ruhleve01,Vern,Ruhle
ruizca01,Carlos,Ruiz
ruizch01,Chico,Ruiz
ruizch02,Chico,Ruiz
ruizra01,Randy,Ruiz
rullojo01,Joe,Rullo
rumbeni01,Nick,Rumbelow
rumlewi01,William,Rumler
rundlri01,Rich,Rundles
rungepa01,Paul,Runge
runnepe01,Pete,Runnels
runneto01,Tom,Runnells
runyase01,Sean,Runyan
runzlda01,Dan,Runzler
rupejo01,Josh,Rupe
ruperja99,Jacob,Ruppert
rupery01,Ryan,Rupe
ruppca01,Cameron,Rupp
ruschgl01,Glendon,Rusch
rushan01,Andy,Rush
rushbo01,Bob,Rush
rushfji01,Jim,Rushford
rusieam01,Amos,Rusie
rusinch01,Chris,Rusin
ruskisc01,Scott,Ruskin
russead01,Adam,Russell
russead02,Addison,Russell
russeal01,Allen,Russell
russebi01,Bill,Russell
russeha01,Harvey,Russell
russeja01,Jack,Russell
russeja02,James,Russell
russeje01,Jeff,Russell
russeji01,Jim,Russell
russejo01,John,Russell
russejo02,John,Russell
russele01,Lefty,Russell
russell01,Lloyd,Russell
russepa01,Paul,Russell
russere01,Reb,Russell
russeri01,Rip,Russell
russjo01,John,Russ
russoke01,Kevin,Russo
russoma01,Marius,Russo
rustedi01,Dick,Rusteck
ruszkha01,Hank,Ruszkowski
ruthba01,Babe,Ruth
rutheji01,Jim,Rutherford
ruthejo01,Johnny,Rutherford
ruthvdi01,Dick,Ruthven
rutlejo01,Josh,Rutledge
rutnemi01,Mickey,Rutner
ryalma01,Mark,Ryal
ryalru01,Rusty,Ryal
ryanbj01,B. J.,Ryan
ryanbl01,Blondy,Ryan
ryanbr01,Brendan,Ryan
ryanbu01,Buddy,Ryan
ryanco01,Connie,Ryan
ryancy01,Cyclone,Ryan
ryandu01,Dusty,Ryan
ryanja01,Jack,Ryan
ryanja02,Jack,Ryan
ryanja03,Jack,Ryan
ryanja04,Jason,Ryan
ryanji01,Jimmy,Ryan
ryanjo01,Johnny,Ryan
ryanjo02,John,Ryan
ryanjo03,Dan,Sheehan
ryanke01,Ken,Ryan
ryanky01,Kyle,Ryan
ryanmi01,Mike,Ryan
ryanmi02,Mike,Ryan
ryanmi03,Mike,Ryan
ryanno01,Nolan,Ryan
ryanro01,Rosy,Ryan
ryanro02,Rob,Ryan
rybami01,Mike,Ryba
ryderto01,Tom,Ryder
ryege01,Gene,Rye
ryersga01,Gary,Ryerson
ryuhy01,Hyun-jin,Ryu
ryuja01,Jae Kuk,Ryu
rzepcma01,Marc,Rzepczynski
saarlki01,Kirk,Saarloos
sabatcc01,CC,Sabathia
sabeler01,Erik,Sabel
saberbr01,Bret,Saberhagen
saboal01,Alex,Sabo
saboch01,Chris,Sabo
saccoma01,Mark,Saccomanno
sackafr01,Frank,Sacka
sackibr01,Brian,Sackinsky
sadecra01,Ray,Sadecki
sadekmi01,Mike,Sadek
sadlebi01,Billy,Sadler
sadleca01,Carl,Sadler
sadleca02,Casey,Sadler
sadledo01,Donnie,Sadler
sadlera01,Ray,Sadler
sadowbo01,Bob,Sadowski
sadowbo02,Bob,Sadowski
sadowed01,Ed,Sadowski
sadowji01,Jim,Sadowski
sadowry01,Ryan,Sadowski
sadowte01,Ted,Sadowski
saenzch01,Chris,Saenz
saenzol01,Olmedo,Saenz
saffeto01,Tom,Saffell
sageha01,Harry,Sage
sageraj01,A. J.,Sager
sagerpo01,Pony,Sager
sagmoma01,Marc,Sagmoen
saiervi01,Vic,Saier
sainjo01,Johnny,Sain
saipemi01,Mike,Saipe
saitota01,Takashi,Saito
sakatle01,Lenn,Sakata
saladty01,Tyler,Saladino
salasfe01,Fernando,Salas
salasju01,Juan,Salas
salasma01,Mark,Salas
salasma02,Marino,Salas
salazan01,Angel,Salazar
salazda01,Danny,Salazar
salazje01,Jeff,Salazar
salazlu01,Luis,Salazar
salazos01,Oscar,Salazar
salech01,Chris,Sale
salefr01,Freddy,Sale
salesed01,Ed,Sales
salisbi01,Solly,Salisbury
salisha01,Harry,Salisbury
salkebi01,Bill,Salkeld
salkero01,Roger,Salkeld
sallesl01,Slim,Sallee
salmobr01,Brad,Salmon
salmoch01,Chico,Salmon
salmoro01,Roger,Salmon
salmoti01,Tim,Salmon
saloman01,Angel,Salome
saltaja01,Jarrod,Saltalamacchia
saltzja01,Jack,Saltzgaver
salvegu01,Gus,Salve
salveja01,Jack,Salveson
salvoma01,Manny,Salvo
samarje01,Jeff,Samardzija
sambijo01,Joe,Sambito
samcoed01,Ed,Samcoff
samforo01,Ron,Samford
sammocl01,Clint,Sammons
sampebi01,Bill,Sampen
samplbi01,Billy,Sample
sampsbe01,Benj,Sampson
sampsch01,Chris,Sampson
sampske01,Keyvius,Sampson
samueam01,Amado,Samuel
samuejo01,Joe,Samuels
samueju01,Juan,Samuel
samuero01,Roger,Samuels
samulik01,Ike,Samuels
sanabal01,Alex,Sanabia
sanbegu01,Gus,Sandberg
sanchaa01,Aaron,Sanchez
sanchal01,Alejandro,Sanchez
sanchal02,Alex,Sanchez
sanchal03,Alex,Sanchez
sanchan01,Anibal,Sanchez
sanchan02,Angel,Sanchez
sanchbr01,Brian,Sanches
sanchca01,Carlos,Sanchez
sanchce01,Celerino,Sanchez
sanchdu01,Duaner,Sanchez
sanched01,Eduardo,Sanchez
sanchfe01,Felix,Sanchez
sanchfr01,Freddy,Sanchez
sanchga01,Gaby,Sanchez
sanchga02,Gary,Sanchez
sanchhe01,Hector,Sanchez
sanchhu01,Humberto,Sanchez
sanchis01,Israel,Sanchez
sanchje01,Jesus,Sanchez
sanchjo01,Jonathan,Sanchez
sanchlu01,Luis,Sanchez
sanchor01,Orlando,Sanchez
sanchra01,Raul,Sanchez
sanchre01,Rey,Sanchez
sanchro01,Romulo,Sanchez
sanchto01,Tony,Sanchez
sandbja01,Jared,Sandberg
sandbry01,Ryne,Sandberg
sandean01,Anthony,Sanders
sandebe01,Ben,Sanders
sandeda01,David,Sanders
sandede01,Dee,Sanders
sandede02,Deion,Sanders
sandejo01,John,Sanders
sandeke01,Ken,Sanders
sandera01,Ray,Sanders
sandere01,Reggie,Sanders
sandere02,Reggie,Sanders
sandero01,Roy,Sanders
sandero02,Roy,Sanders
sandesc01,Scott,Sanderson
sandesc02,Scott,Sanders
sandewa01,War,Sanders
sandhe01,Heinie,Sand
sandlmi01,Mike,Sandlock
sandoda01,Danny,Sandoval
sandofr01,Freddy,Sandoval
sandopa01,Pablo,Sandoval
sandsch01,Charlie,Sands
sandsje01,Jerry,Sands
sandtto01,Tommy,Sandt
sanfoch01,Chance,Sanford
sanfofr01,Fred,Sanford
sanfoja01,Jack,Sanford
sanfoja02,Jack,Sanford
sanfomo01,Mo,Sanford
sanguma01,Manny,Sanguillen
saniced01,Ed,Sanicki
sanitam01,Amauri,Sanit
sankebe01,Ben,Sankey
sanomi01,Miguel,Sano
santaan01,Andres,Santana
santaca01,Carlos,Santana
santada01,Danny,Santana
santado01,Domingo,Santana
santaer01,Ervin,Santana
santafp01,F. P.,Santangelo
santajo01,Johan,Santana
santaju01,Julio,Santana
santama01,Marino,Santana
santape01,Pedro,Santana
santara01,Rafael,Santana
santibe01,Benito,Santiago
santihe01,Hector,Santiago
santijo01,Jose,Santiago
santijo02,Jose,Santiago
santijo03,Jose,Santiago
santira01,Ramon,Santiago
santoal01,Al,Santorini
santoan01,Angel,Santos
santoch01,Chad,Santos
santofr01,Francisco,Santos
santolo99,Louis,Santop
santone01,Nelson,Santovenia
santoom01,Omir,Santos
santora01,Rafael,Santo Domingo
santoro01,Ron,Santo
santose01,Sergio,Santos
santovi01,Victor,Santos
santred01,Edward,Santry
sappeda01,Dave,Sappelt
sardibr01,Bronson,Sardinha
sardida01,Dane,Sardinha
sardilu01,Luis,Sardinas
sarfade01,Dennis,Sarfate
sargejo01,Joe,Sargent
sarmima01,Manny,Sarmiento
sarnibi01,Bill,Sarni
sasakka01,Kazuhiro,Sasaki
sassema01,Mackey,Sasser
sassero01,Rob,Sasser
satinjo01,Josh,Satin
satrito01,Tom,Satriano
saturlu01,Luis,Saturria
saucifr01,Frank,Saucier
saucike01,Kevin,Saucier
sauered01,Ed,Sauer
sauerha01,Hank,Sauer
sauersc01,Scott,Sauerbeck
saundde01,Dennis,Saunders
saunddo01,Doug,Saunders
saundjo01,Joe,Saunders
saundmi01,Michael,Saunders
saundru01,Rusty,Saunders
saundto01,Tony,Saunders
sauteal01,Al,Sauter
sauveri01,Rich,Sauveur
savagbo01,Bob,Savage
savagdo01,Don,Savage
savagja01,Jack,Savage
savagji01,Jimmie,Savage
savagte01,Ted,Savage
saverbo01,Bob,Saverine
saverjo01,Joe,Savery
saviddo01,Don,Savidge
savidra01,Ralph,Savidge
savramo01,Moe,Savransky
sawatca01,Carl,Sawatski
sawyeca01,Carl,Sawyer
sawyeed99,Eddie,Sawyer
sawyeri01,Rick,Sawyer
sawyewi01,Will,Sawyer
saxda01,Dave,Sax
saxol01,Ollie,Sax
saxst01,Steve,Sax
sayji01,Jimmy,Say
saylebi01,Bill,Sayles
saylo01,Lou,Say
sayloph01,Phil,Saylor
sborzja01,Jay,Sborz
scahiro01,Rob,Scahill
scalaje01,Jerry,Scala
scalebo01,Bobby,Scales
scalzjo01,Johnny,Scalzi
scalzsk01,Skeeter,Scalzi
scanlbo01,Bob,Scanlan
scanldo01,Doc,Scanlan
scanlfr01,Frank,Scanlan
scanlmi99,Mike,Scanlon
scanlmo01,Mort,Scanlan
scanlpa01,Pat,Scanlon
scanlpa02,Pat,Scanlon
scantpa01,Pat,Scantlebury
scarbra01,Ray,Scarborough
scarbra02,Randy,Scarbery
scarcma01,Mac,Scarce
scarrru01,Russ,Scarritt
scarsle01,Les,Scarsella
scarsst01,Steve,Scarsone
schaapa01,Paul,Schaal
schacal01,Al,Schacht
schacha01,Hal,Schacker
schacsi01,Sid,Schacht
schaebo99,Bob,Schaefer
schaege01,Germany,Schaefer
schaeha01,Harry,Schaeffer
schaeje01,Jeff,Schaefer
schaema01,Mark,Schaeffer
schafha01,Harry,Schafer
schafji01,Jimmie,Schaffer
schafjo01,Joe,Schaffernoth
schafjo02,Jordan,Schafer
schaflo01,Logan,Schafer
schaijo01,Johnny,Schaive
schalar01,Art,Schallock
schalbi01,Biff,Schaller
schalge01,Gene,Schall
schalra01,Ray,Schalk
schalro01,Roy,Schalk
schanbo01,Bobby,Schang
schanch01,Charley,Schanz
schanwa01,Wally,Schang
schapjo01,John,Schappert
scharar01,Art,Scharein
scharbi01,Bill,Schardt
scharge01,George,Scharein
scharni01,Nick,Scharf
schatda01,Dan,Schatzeder
schatje01,Jeff,Schattinger
schauru01,Rube,Schauer
schebsc01,Scott,Schebler
scheeal01,Al,Scheer
scheefr01,Fritz,Scheeren
scheehe01,Heinie,Scheer
scheeow01,Owen,Scheetz
schefaa01,Aaron,Scheffer
schefbo01,Bob,Scheffing
schefte01,Ted,Scheffler
schegle01,Lefty,Schegg
scheica01,Carl,Scheib
scheifr01,Frank,Scheibeck
scheija01,Jack,Scheible
scheiri01,Richie,Scheinblum
scheiri02,Rich,Scheid
schelal01,Al,Schellhase
schelda01,Danny,Schell
schelji01,Jim,Schelle
schemfr01,Fred,Schemanske
schemmi01,Mike,Schemer
schenbi01,Bill,Schenck
schenha01,Hank,Schenz
schenjo01,John,Scheneberg
schepjo01,Joe,Schepner
schepta01,Tanner,Scheppers
scherbi01,Bill,Scherrer
scherbo01,Bob,Scherbarth
scherfr01,Fred,Scherman
scherha01,Harry,Scherer
scherma01,Max,Scherzer
schesdu01,Dutch,Schesler
schetlo01,Lou,Schettler
schialo01,Lou,Schiappacasse
schicmo01,Morrie,Schick
schiena01,Nate,Schierholtz
schilch01,Chuck,Schilling
schilcu01,Curt,Schilling
schilre01,Red,Schillings
schinbi01,Bill,Schindler
schirca01,Calvin,Schiraldi
schirdu01,Dutch,Schirick
schlala01,Larry,Schlafly
schlead01,Admiral,Schlei
schleda01,Daniel,Schlereth
schleru01,Bill,Schlesinger
schlibi01,Biff,Schlitzer
schlibr01,Brian,Schlitter
schlidu01,Dutch,Schliebner
schlitr01,Travis,Schlichting
schlogu01,Gus,Schlosser
schluja01,Jay,Schlueter
schluno01,Norm,Schlueter
schmabr01,Brian,Schmack
schmara01,Ray,Schmandt
schmeal01,Al,Schmelz
schmege01,George,Schmees
schmegu99,Gus,Schmelz
schmibo01,Boss,Schmidt
schmibo02,Bob,Schmidt
schmibu01,Butch,Schmidt
schmicr01,Crazy,Schmit
schmicu01,Curt,Schmidt
schmida01,Dave,Schmidt
schmida02,Dave,Schmidt
schmifr01,Freddy,Schmidt
schmihe01,Henry,Schmidt
schmija01,Jason,Schmidt
schmije01,Jeff,Schmidt
schmijo01,Johnny,Schmitz
schmiko01,Konrad,Schmidt
schmimi01,Mike,Schmidt
schmipe01,Pete,Schmidt
schmiwa01,Walter,Schmidt
schmiwi01,Willard,Schmidt
schmost01,Steve,Schmoll
schmuch01,Charlie,Schmutz
schmuha01,Hank,Schmulbach
schnebr01,Brian,Schneider
schneda01,Dan,Schneider
schneda02,Dave,Schneck
schnefr01,Frank,Schneiberg
schneje01,Jeff,Schneider
schneka01,Karl,Schnell
schnepe01,Pete,Schneider
schoege01,Gerry,Schoen
schoeju01,Jumbo,Schoeneck
schoere01,Red,Schoendienst
schoesc01,Scott,Schoeneweis
